text,label
Thank you for your purchase!,O
Receipt #: 93914,O
Target,STORE
Date: 2025-03-27,DATE
Total: $161.43,TOTAL
purchase $161.43,ITEM
Thank you for your purchase!,O
Receipt #: 35016,O
Water Service,STORE
Date: 2025-04-18,DATE
Total: $778.09,TOTAL
monthly #7043 $778.09,ITEM
Thank you for your purchase!,O
Receipt #: 31215,O
Lyft,STORE
Date: 2025-03-29,DATE
Total: $7.73,TOTAL
ride #3142 $7.73,ITEM
Thank you for your purchase!,O
Receipt #: 72096,O
Kroger,STORE
Date: 2025-04-15,DATE
Total: $76.51,TOTAL
groceries $76.51,ITEM
Thank you for your purchase!,O
Receipt #: 82007,O
Unknown Vendor,STORE
Date: 2025-03-30,DATE
Total: $371.74,TOTAL
service general other #5214 $371.74,ITEM
Thank you for your purchase!,O
Receipt #: 83855,O
Electric Company,STORE
Date: 2025-04-17,DATE
Total: $978.36,TOTAL
utility service bill $978.36,ITEM
Thank you for your purchase!,O
Receipt #: 80568,O
Walgreens,STORE
Date: 2025-03-28,DATE
Total: $216.15,TOTAL
medicine doctor health $216.15,ITEM
Thank you for your purchase!,O
Receipt #: 11064,O
Target,STORE
Date: 2025-04-09,DATE
Total: $214.74,TOTAL
electronics purchase clothes $214.74,ITEM
Thank you for your purchase!,O
Receipt #: 85842,O
Steam,STORE
Date: 2025-03-27,DATE
Total: $25.56,TOTAL
game $25.56,ITEM
Thank you for your purchase!,O
Receipt #: 74100,O
Uber,STORE
Date: 2025-04-08,DATE
Total: $68.41,TOTAL
ride transportation $68.41,ITEM
Thank you for your purchase!,O
Receipt #: 40422,O
Kroger,STORE
Date: 2025-04-14,DATE
Total: $176.29,TOTAL
meat bread dairy $176.29,ITEM
Thank you for your purchase!,O
Receipt #: 22877,O
Steam,STORE
Date: 2025-04-20,DATE
Total: $16.51,TOTAL
game movie $16.51,ITEM
Thank you for your purchase!,O
Receipt #: 96985,O
Water Service,STORE
Date: 2025-04-03,DATE
Total: $729.49,TOTAL
service utility bill $729.49,ITEM
Thank you for your purchase!,O
Receipt #: 14100,O
Safeway,STORE
Date: 2025-03-28,DATE
Total: $198.15,TOTAL
dairy food groceries $198.15,ITEM
Thank you for your purchase!,O
Receipt #: 95863,O
Pizza Hut,STORE
Date: 2025-03-31,DATE
Total: $573.04,TOTAL
lunch restaurant $573.04,ITEM
Thank you for your purchase!,O
Receipt #: 44656,O
Trader Joes,STORE
Date: 2025-04-18,DATE
Total: $192.66,TOTAL
dairy produce food $192.66,ITEM
Thank you for your purchase!,O
Receipt #: 80946,O
Shell,STORE
Date: 2025-04-20,DATE
Total: $30.84,TOTAL
ride fuel gas $30.84,ITEM
Thank you for your purchase!,O
Receipt #: 32032,O
Walmart,STORE
Date: 2025-04-14,DATE
Total: $33.29,TOTAL
bread groceries #1641 $33.29,ITEM
Thank you for your purchase!,O
Receipt #: 14078,O
Uber,STORE
Date: 2025-03-26,DATE
Total: $42.95,TOTAL
fuel gas #1533 $42.95,ITEM
Thank you for your purchase!,O
Receipt #: 83043,O
Nike,STORE
Date: 2025-04-21,DATE
Total: $69.95,TOTAL
purchase shoes $69.95,ITEM
Thank you for your purchase!,O
Receipt #: 85296,O
Metro,STORE
Date: 2025-03-24,DATE
Total: $31.44,TOTAL
ride taxi fuel $31.44,ITEM
Thank you for your purchase!,O
Receipt #: 56859,O
Local Clinic,STORE
Date: 2025-03-28,DATE
Total: $341.19,TOTAL
doctor medicine health $341.19,ITEM
Thank you for your purchase!,O
Receipt #: 62533,O
Electric Company,STORE
Date: 2025-04-11,DATE
Total: $739.70,TOTAL
payment monthly service $739.70,ITEM
Thank you for your purchase!,O
Receipt #: 39008,O
Whole Foods,STORE
Date: 2025-04-09,DATE
Total: $138.57,TOTAL
dairy produce food $138.57,ITEM
Thank you for your purchase!,O
Receipt #: 81236,O
Pizza Hut,STORE
Date: 2025-04-21,DATE
Total: $202.33,TOTAL
restaurant dinner $202.33,ITEM
Thank you for your purchase!,O
Receipt #: 99978,O
AT&T,STORE
Date: 2025-04-06,DATE
Total: $792.64,TOTAL
service #1395 $792.64,ITEM
Thank you for your purchase!,O
Receipt #: 51297,O
CVS,STORE
Date: 2025-04-04,DATE
Total: $251.38,TOTAL
health #3118 $251.38,ITEM
Thank you for your purchase!,O
Receipt #: 47737,O
Whole Foods,STORE
Date: 2025-03-27,DATE
Total: $121.65,TOTAL
meat $121.65,ITEM
Thank you for your purchase!,O
Receipt #: 82814,O
Shell,STORE
Date: 2025-03-31,DATE
Total: $33.62,TOTAL
ride $33.62,ITEM
Thank you for your purchase!,O
Receipt #: 33408,O
Subway,STORE
Date: 2025-04-18,DATE
Total: $292.61,TOTAL
takeout $292.61,ITEM
Thank you for your purchase!,O
Receipt #: 98849,O
Metro,STORE
Date: 2025-04-14,DATE
Total: $58.24,TOTAL
transit $58.24,ITEM
Thank you for your purchase!,O
Receipt #: 12657,O
Water Service,STORE
Date: 2025-03-27,DATE
Total: $152.89,TOTAL
service $152.89,ITEM
Thank you for your purchase!,O
Receipt #: 11365,O
H&M,STORE
Date: 2025-04-07,DATE
Total: $139.82,TOTAL
shoes purchase clothes $139.82,ITEM
Thank you for your purchase!,O
Receipt #: 44896,O
Amazon,STORE
Date: 2025-04-18,DATE
Total: $18.80,TOTAL
clothes purchase electronics #8451 $18.80,ITEM
Thank you for your purchase!,O
Receipt #: 41766,O
Local Clinic,STORE
Date: 2025-04-14,DATE
Total: $199.71,TOTAL
prescription medical health #1442 $199.71,ITEM
Thank you for your purchase!,O
Receipt #: 68260,O
Water Service,STORE
Date: 2025-04-07,DATE
Total: $361.08,TOTAL
payment monthly utility $361.08,ITEM
Thank you for your purchase!,O
Receipt #: 19769,O
Safeway,STORE
Date: 2025-04-17,DATE
Total: $123.46,TOTAL
groceries dairy $123.46,ITEM
Thank you for your purchase!,O
Receipt #: 80084,O
McDonalds,STORE
Date: 2025-03-25,DATE
Total: $899.03,TOTAL
restaurant lunch meal $899.03,ITEM
Thank you for your purchase!,O
Receipt #: 92732,O
Unknown Vendor,STORE
Date: 2025-03-24,DATE
Total: $872.33,TOTAL
misc $872.33,ITEM
Thank you for your purchase!,O
Receipt #: 82698,O
Various Services,STORE
Date: 2025-04-04,DATE
Total: $22.14,TOTAL
misc $22.14,ITEM
Thank you for your purchase!,O
Receipt #: 86118,O
Miscellaneous,STORE
Date: 2025-03-25,DATE
Total: $457.61,TOTAL
general $457.61,ITEM
Thank you for your purchase!,O
Receipt #: 14439,O
Lyft,STORE
Date: 2025-03-28,DATE
Total: $31.12,TOTAL
gas taxi transportation #3558 $31.12,ITEM
Thank you for your purchase!,O
Receipt #: 99681,O
Nike,STORE
Date: 2025-03-29,DATE
Total: $70.32,TOTAL
accessories purchase shoes $70.32,ITEM
Thank you for your purchase!,O
Receipt #: 48832,O
Whole Foods,STORE
Date: 2025-04-12,DATE
Total: $128.14,TOTAL
food bread meat #5391 $128.14,ITEM
Thank you for your purchase!,O
Receipt #: 71030,O
Lyft,STORE
Date: 2025-04-03,DATE
Total: $51.95,TOTAL
transportation $51.95,ITEM
Thank you for your purchase!,O
Receipt #: 17266,O
Walmart,STORE
Date: 2025-03-23,DATE
Total: $140.82,TOTAL
dairy groceries #4705 $140.82,ITEM
Thank you for your purchase!,O
Receipt #: 97206,O
Pizza Hut,STORE
Date: 2025-04-02,DATE
Total: $362.74,TOTAL
dinner meal restaurant $362.74,ITEM
Thank you for your purchase!,O
Receipt #: 93931,O
BP,STORE
Date: 2025-03-27,DATE
Total: $66.71,TOTAL
fuel gas $66.71,ITEM
Thank you for your purchase!,O
Receipt #: 15049,O
Best Buy,STORE
Date: 2025-04-13,DATE
Total: $60.82,TOTAL
clothes electronics $60.82,ITEM
Thank you for your purchase!,O
Receipt #: 43552,O
Miscellaneous,STORE
Date: 2025-04-09,DATE
Total: $594.89,TOTAL
other $594.89,ITEM
Thank you for your purchase!,O
Receipt #: 20830,O
Netflix,STORE
Date: 2025-04-05,DATE
Total: $11.29,TOTAL
music entertainment movie $11.29,ITEM
Thank you for your purchase!,O
Receipt #: 71965,O
Subway,STORE
Date: 2025-03-28,DATE
Total: $556.37,TOTAL
restaurant takeout #6108 $556.37,ITEM
Thank you for your purchase!,O
Receipt #: 90309,O
McDonalds,STORE
Date: 2025-03-31,DATE
Total: $31.31,TOTAL
dinner restaurant delivery $31.31,ITEM
Thank you for your purchase!,O
Receipt #: 83962,O
Target,STORE
Date: 2025-04-20,DATE
Total: $110.61,TOTAL
purchase clothes $110.61,ITEM
Thank you for your purchase!,O
Receipt #: 40349,O
Local Clinic,STORE
Date: 2025-04-10,DATE
Total: $75.00,TOTAL
doctor $75.00,ITEM
Thank you for your purchase!,O
Receipt #: 87058,O
CVS,STORE
Date: 2025-04-14,DATE
Total: $267.33,TOTAL
doctor medical medicine #5217 $267.33,ITEM
Thank you for your purchase!,O
Receipt #: 59758,O
Local Restaurant,STORE
Date: 2025-04-15,DATE
Total: $714.83,TOTAL
dinner restaurant $714.83,ITEM
Thank you for your purchase!,O
Receipt #: 33190,O
AMC Theaters,STORE
Date: 2025-04-01,DATE
Total: $13.41,TOTAL
game music $13.41,ITEM
Thank you for your purchase!,O
Receipt #: 23812,O
Metro,STORE
Date: 2025-03-25,DATE
Total: $73.06,TOTAL
transit gas #3895 $73.06,ITEM
Thank you for your purchase!,O
Receipt #: 13467,O
BP,STORE
Date: 2025-03-31,DATE
Total: $74.73,TOTAL
ride transportation gas #3101 $74.73,ITEM
Thank you for your purchase!,O
Receipt #: 20905,O
CVS,STORE
Date: 2025-03-26,DATE
Total: $393.60,TOTAL
prescription #6459 $393.60,ITEM
Thank you for your purchase!,O
Receipt #: 13560,O
Safeway,STORE
Date: 2025-03-23,DATE
Total: $163.27,TOTAL
dairy #3029 $163.27,ITEM
Thank you for your purchase!,O
Receipt #: 81118,O
Steam,STORE
Date: 2025-04-03,DATE
Total: $44.09,TOTAL
game movie $44.09,ITEM
Thank you for your purchase!,O
Receipt #: 65062,O
Trader Joes,STORE
Date: 2025-04-04,DATE
Total: $57.75,TOTAL
dairy groceries #8391 $57.75,ITEM
Thank you for your purchase!,O
Receipt #: 34460,O
Safeway,STORE
Date: 2025-03-31,DATE
Total: $138.55,TOTAL
produce $138.55,ITEM
Thank you for your purchase!,O
Receipt #: 86964,O
Trader Joes,STORE
Date: 2025-03-23,DATE
Total: $173.33,TOTAL
bread $173.33,ITEM
Thank you for your purchase!,O
Receipt #: 93024,O
AT&T,STORE
Date: 2025-04-02,DATE
Total: $701.53,TOTAL
utility #8732 $701.53,ITEM
Thank you for your purchase!,O
Receipt #: 97262,O
Various Services,STORE
Date: 2025-04-01,DATE
Total: $810.65,TOTAL
misc $810.65,ITEM
Thank you for your purchase!,O
Receipt #: 27422,O
Local Clinic,STORE
Date: 2025-03-27,DATE
Total: $193.94,TOTAL
medicine health $193.94,ITEM
Thank you for your purchase!,O
Receipt #: 29699,O
Steam,STORE
Date: 2025-03-25,DATE
Total: $26.62,TOTAL
movie game #1600 $26.62,ITEM
Thank you for your purchase!,O
Receipt #: 48826,O
Lyft,STORE
Date: 2025-03-24,DATE
Total: $68.24,TOTAL
taxi transit ride $68.24,ITEM
Thank you for your purchase!,O
Receipt #: 46393,O
Subway,STORE
Date: 2025-04-03,DATE
Total: $111.29,TOTAL
delivery dinner $111.29,ITEM
Thank you for your purchase!,O
Receipt #: 89381,O
BP,STORE
Date: 2025-03-29,DATE
Total: $59.20,TOTAL
transportation $59.20,ITEM
Thank you for your purchase!,O
Receipt #: 69149,O
Spotify,STORE
Date: 2025-03-30,DATE
Total: $22.49,TOTAL
game music movie #7411 $22.49,ITEM
Thank you for your purchase!,O
Receipt #: 42767,O
Unknown Vendor,STORE
Date: 2025-04-04,DATE
Total: $95.98,TOTAL
payment other general #4292 $95.98,ITEM
Thank you for your purchase!,O
Receipt #: 97933,O
Metro,STORE
Date: 2025-04-03,DATE
Total: $44.45,TOTAL
gas transportation $44.45,ITEM
Thank you for your purchase!,O
Receipt #: 31999,O
Xbox,STORE
Date: 2025-04-04,DATE
Total: $15.11,TOTAL
entertainment game movie $15.11,ITEM
Thank you for your purchase!,O
Receipt #: 79827,O
Unknown Vendor,STORE
Date: 2025-04-10,DATE
Total: $456.02,TOTAL
general $456.02,ITEM
Thank you for your purchase!,O
Receipt #: 80160,O
Amazon,STORE
Date: 2025-04-02,DATE
Total: $91.14,TOTAL
purchase shoes $91.14,ITEM
Thank you for your purchase!,O
Receipt #: 80030,O
Unknown Vendor,STORE
Date: 2025-04-14,DATE
Total: $393.09,TOTAL
general payment #1899 $393.09,ITEM
Thank you for your purchase!,O
Receipt #: 20014,O
Subway,STORE
Date: 2025-04-16,DATE
Total: $668.12,TOTAL
restaurant delivery takeout $668.12,ITEM
Thank you for your purchase!,O
Receipt #: 59573,O
Miscellaneous,STORE
Date: 2025-04-21,DATE
Total: $539.27,TOTAL
general other #6890 $539.27,ITEM
Thank you for your purchase!,O
Receipt #: 53800,O
Chipotle,STORE
Date: 2025-04-19,DATE
Total: $758.10,TOTAL
delivery restaurant $758.10,ITEM
Thank you for your purchase!,O
Receipt #: 38935,O
Walmart,STORE
Date: 2025-04-04,DATE
Total: $159.76,TOTAL
bread #7183 $159.76,ITEM
Thank you for your purchase!,O
Receipt #: 77980,O
Kroger,STORE
Date: 2025-03-30,DATE
Total: $27.17,TOTAL
produce $27.17,ITEM
Thank you for your purchase!,O
Receipt #: 57139,O
Local Restaurant,STORE
Date: 2025-04-19,DATE
Total: $210.12,TOTAL
meal $210.12,ITEM
Thank you for your purchase!,O
Receipt #: 84222,O
CVS,STORE
Date: 2025-04-21,DATE
Total: $135.59,TOTAL
health $135.59,ITEM
Thank you for your purchase!,O
Receipt #: 12455,O
H&M,STORE
Date: 2025-04-15,DATE
Total: $234.59,TOTAL
shoes clothes electronics $234.59,ITEM
Thank you for your purchase!,O
Receipt #: 58757,O
Walmart,STORE
Date: 2025-04-06,DATE
Total: $31.15,TOTAL
dairy groceries produce #1925 $31.15,ITEM
Thank you for your purchase!,O
Receipt #: 93159,O
Spotify,STORE
Date: 2025-03-26,DATE
Total: $31.49,TOTAL
streaming $31.49,ITEM
Thank you for your purchase!,O
Receipt #: 50478,O
Electric Company,STORE
Date: 2025-04-02,DATE
Total: $564.06,TOTAL
service bill $564.06,ITEM
Thank you for your purchase!,O
Receipt #: 99774,O
Pizza Hut,STORE
Date: 2025-03-27,DATE
Total: $139.81,TOTAL
delivery takeout $139.81,ITEM
Thank you for your purchase!,O
Receipt #: 35879,O
Walmart,STORE
Date: 2025-04-07,DATE
Total: $199.39,TOTAL
meat $199.39,ITEM
Thank you for your purchase!,O
Receipt #: 38150,O
AMC Theaters,STORE
Date: 2025-04-04,DATE
Total: $46.40,TOTAL
movie streaming entertainment #3793 $46.40,ITEM
Thank you for your purchase!,O
Receipt #: 48321,O
McDonalds,STORE
Date: 2025-04-11,DATE
Total: $33.40,TOTAL
dinner meal $33.40,ITEM
Thank you for your purchase!,O
Receipt #: 28487,O
Amazon,STORE
Date: 2025-04-18,DATE
Total: $108.47,TOTAL
electronics $108.47,ITEM
Thank you for your purchase!,O
Receipt #: 98937,O
Quest Diagnostics,STORE
Date: 2025-03-30,DATE
Total: $423.78,TOTAL
health doctor $423.78,ITEM
Thank you for your purchase!,O
Receipt #: 63890,O
Various Services,STORE
Date: 2025-04-09,DATE
Total: $557.97,TOTAL
payment misc general #1119 $557.97,ITEM
Thank you for your purchase!,O
Receipt #: 18535,O
Chipotle,STORE
Date: 2025-04-09,DATE
Total: $959.86,TOTAL
takeout restaurant dinner #6516 $959.86,ITEM
Thank you for your purchase!,O
Receipt #: 34202,O
Whole Foods,STORE
Date: 2025-04-04,DATE
Total: $115.68,TOTAL
food $115.68,ITEM
Thank you for your purchase!,O
Receipt #: 64264,O
Local Restaurant,STORE
Date: 2025-03-26,DATE
Total: $419.81,TOTAL
lunch $419.81,ITEM
Thank you for your purchase!,O
Receipt #: 67894,O
Subway,STORE
Date: 2025-04-13,DATE
Total: $229.05,TOTAL
takeout meal #8327 $229.05,ITEM
Thank you for your purchase!,O
Receipt #: 47226,O
Trader Joes,STORE
Date: 2025-04-08,DATE
Total: $192.00,TOTAL
produce food bread #6690 $192.00,ITEM
Thank you for your purchase!,O
Receipt #: 97561,O
AMC Theaters,STORE
Date: 2025-03-30,DATE
Total: $28.12,TOTAL
game movie streaming #3692 $28.12,ITEM
Thank you for your purchase!,O
Receipt #: 43407,O
Miscellaneous,STORE
Date: 2025-04-14,DATE
Total: $775.33,TOTAL
service general other $775.33,ITEM
Thank you for your purchase!,O
Receipt #: 84383,O
CVS,STORE
Date: 2025-03-26,DATE
Total: $485.27,TOTAL
health $485.27,ITEM
Thank you for your purchase!,O
Receipt #: 62806,O
Walgreens,STORE
Date: 2025-04-16,DATE
Total: $401.63,TOTAL
medicine health $401.63,ITEM
Thank you for your purchase!,O
Receipt #: 26398,O
Kroger,STORE
Date: 2025-03-30,DATE
Total: $63.06,TOTAL
dairy groceries food #1774 $63.06,ITEM
Thank you for your purchase!,O
Receipt #: 35680,O
Local Clinic,STORE
Date: 2025-04-09,DATE
Total: $143.01,TOTAL
medical medicine $143.01,ITEM
Thank you for your purchase!,O
Receipt #: 71922,O
Amazon,STORE
Date: 2025-04-11,DATE
Total: $200.44,TOTAL
electronics accessories purchase $200.44,ITEM
Thank you for your purchase!,O
Receipt #: 61989,O
Best Buy,STORE
Date: 2025-03-26,DATE
Total: $62.80,TOTAL
purchase clothes $62.80,ITEM
Thank you for your purchase!,O
Receipt #: 20925,O
Lyft,STORE
Date: 2025-03-23,DATE
Total: $79.90,TOTAL
transit taxi gas $79.90,ITEM
Thank you for your purchase!,O
Receipt #: 45212,O
BP,STORE
Date: 2025-03-28,DATE
Total: $78.66,TOTAL
fuel $78.66,ITEM
Thank you for your purchase!,O
Receipt #: 94428,O
AMC Theaters,STORE
Date: 2025-04-12,DATE
Total: $47.93,TOTAL
streaming movie music #9246 $47.93,ITEM
Thank you for your purchase!,O
Receipt #: 45466,O
Miscellaneous,STORE
Date: 2025-03-28,DATE
Total: $48.51,TOTAL
other payment service $48.51,ITEM
Thank you for your purchase!,O
Receipt #: 60354,O
Uber,STORE
Date: 2025-04-10,DATE
Total: $45.62,TOTAL
fuel transportation $45.62,ITEM
Thank you for your purchase!,O
Receipt #: 42167,O
Electric Company,STORE
Date: 2025-03-26,DATE
Total: $276.70,TOTAL
service utility monthly $276.70,ITEM
Thank you for your purchase!,O
Receipt #: 42847,O
Miscellaneous,STORE
Date: 2025-04-13,DATE
Total: $729.90,TOTAL
general misc $729.90,ITEM
Thank you for your purchase!,O
Receipt #: 57549,O
Walmart,STORE
Date: 2025-04-05,DATE
Total: $62.74,TOTAL
bread $62.74,ITEM
Thank you for your purchase!,O
Receipt #: 23932,O
Best Buy,STORE
Date: 2025-03-23,DATE
Total: $148.81,TOTAL
shoes purchase clothes $148.81,ITEM
Thank you for your purchase!,O
Receipt #: 15551,O
Uber,STORE
Date: 2025-03-24,DATE
Total: $55.84,TOTAL
transportation $55.84,ITEM
Thank you for your purchase!,O
Receipt #: 45316,O
Walmart,STORE
Date: 2025-04-11,DATE
Total: $63.67,TOTAL
groceries food $63.67,ITEM
Thank you for your purchase!,O
Receipt #: 32731,O
H&M,STORE
Date: 2025-04-20,DATE
Total: $276.08,TOTAL
shoes electronics accessories $276.08,ITEM
Thank you for your purchase!,O
Receipt #: 83635,O
Lyft,STORE
Date: 2025-04-12,DATE
Total: $47.95,TOTAL
ride transportation taxi $47.95,ITEM
Thank you for your purchase!,O
Receipt #: 42696,O
CVS,STORE
Date: 2025-04-05,DATE
Total: $164.13,TOTAL
doctor health medical $164.13,ITEM
Thank you for your purchase!,O
Receipt #: 28020,O
Verizon,STORE
Date: 2025-03-25,DATE
Total: $904.17,TOTAL
service $904.17,ITEM
Thank you for your purchase!,O
Receipt #: 72222,O
Subway,STORE
Date: 2025-03-28,DATE
Total: $112.58,TOTAL
meal delivery $112.58,ITEM
Thank you for your purchase!,O
Receipt #: 22125,O
Water Service,STORE
Date: 2025-04-21,DATE
Total: $758.64,TOTAL
monthly service utility $758.64,ITEM
Thank you for your purchase!,O
Receipt #: 24743,O
Uber,STORE
Date: 2025-04-16,DATE
Total: $51.37,TOTAL
transit transportation ride $51.37,ITEM
Thank you for your purchase!,O
Receipt #: 79064,O
Lyft,STORE
Date: 2025-04-09,DATE
Total: $45.33,TOTAL
taxi #7505 $45.33,ITEM
Thank you for your purchase!,O
Receipt #: 69194,O
Trader Joes,STORE
Date: 2025-03-31,DATE
Total: $24.13,TOTAL
dairy food meat $24.13,ITEM
Thank you for your purchase!,O
Receipt #: 74528,O
Uber,STORE
Date: 2025-04-02,DATE
Total: $36.00,TOTAL
fuel $36.00,ITEM
Thank you for your purchase!,O
Receipt #: 90549,O
Walgreens,STORE
Date: 2025-03-28,DATE
Total: $488.78,TOTAL
doctor prescription medicine #7066 $488.78,ITEM
Thank you for your purchase!,O
Receipt #: 75687,O
AMC Theaters,STORE
Date: 2025-04-06,DATE
Total: $19.60,TOTAL
movie $19.60,ITEM
Thank you for your purchase!,O
Receipt #: 19824,O
Target,STORE
Date: 2025-03-30,DATE
Total: $164.67,TOTAL
purchase $164.67,ITEM
Thank you for your purchase!,O
Receipt #: 85688,O
Water Service,STORE
Date: 2025-04-10,DATE
Total: $479.79,TOTAL
utility $479.79,ITEM
Thank you for your purchase!,O
Receipt #: 43449,O
Amazon,STORE
Date: 2025-04-21,DATE
Total: $123.41,TOTAL
shoes clothes $123.41,ITEM
Thank you for your purchase!,O
Receipt #: 96187,O
CVS,STORE
Date: 2025-04-20,DATE
Total: $427.85,TOTAL
medicine health prescription #4109 $427.85,ITEM
Thank you for your purchase!,O
Receipt #: 65033,O
Best Buy,STORE
Date: 2025-04-04,DATE
Total: $121.24,TOTAL
accessories purchase $121.24,ITEM
Thank you for your purchase!,O
Receipt #: 15568,O
Uber,STORE
Date: 2025-04-21,DATE
Total: $18.12,TOTAL
ride gas taxi #3978 $18.12,ITEM
Thank you for your purchase!,O
Receipt #: 81931,O
Lyft,STORE
Date: 2025-04-10,DATE
Total: $73.83,TOTAL
gas taxi transit $73.83,ITEM
Thank you for your purchase!,O
Receipt #: 85652,O
Chipotle,STORE
Date: 2025-04-12,DATE
Total: $137.48,TOTAL
takeout delivery $137.48,ITEM
Thank you for your purchase!,O
Receipt #: 84009,O
Miscellaneous,STORE
Date: 2025-04-19,DATE
Total: $401.61,TOTAL
general misc other $401.61,ITEM
Thank you for your purchase!,O
Receipt #: 54482,O
Water Service,STORE
Date: 2025-04-11,DATE
Total: $41.93,TOTAL
utility service $41.93,ITEM
Thank you for your purchase!,O
Receipt #: 42385,O
Lyft,STORE
Date: 2025-04-01,DATE
Total: $23.65,TOTAL
gas #2905 $23.65,ITEM
Thank you for your purchase!,O
Receipt #: 22627,O
Walgreens,STORE
Date: 2025-04-16,DATE
Total: $222.85,TOTAL
health doctor prescription #5497 $222.85,ITEM
Thank you for your purchase!,O
Receipt #: 61756,O
Various Services,STORE
Date: 2025-04-18,DATE
Total: $614.66,TOTAL
misc service general $614.66,ITEM
Thank you for your purchase!,O
Receipt #: 86451,O
H&M,STORE
Date: 2025-04-13,DATE
Total: $67.19,TOTAL
clothes accessories $67.19,ITEM
Thank you for your purchase!,O
Receipt #: 24490,O
Unknown Vendor,STORE
Date: 2025-03-25,DATE
Total: $969.75,TOTAL
other #5321 $969.75,ITEM
Thank you for your purchase!,O
Receipt #: 11811,O
Uber,STORE
Date: 2025-04-14,DATE
Total: $70.57,TOTAL
fuel #3589 $70.57,ITEM
Thank you for your purchase!,O
Receipt #: 93403,O
Metro,STORE
Date: 2025-04-08,DATE
Total: $71.74,TOTAL
transit taxi #7286 $71.74,ITEM
Thank you for your purchase!,O
Receipt #: 68689,O
CVS,STORE
Date: 2025-04-06,DATE
Total: $209.54,TOTAL
prescription medicine $209.54,ITEM
Thank you for your purchase!,O
Receipt #: 36524,O
H&M,STORE
Date: 2025-04-19,DATE
Total: $245.25,TOTAL
shoes electronics clothes $245.25,ITEM
Thank you for your purchase!,O
Receipt #: 89672,O
Miscellaneous,STORE
Date: 2025-04-05,DATE
Total: $376.52,TOTAL
other payment $376.52,ITEM
Thank you for your purchase!,O
Receipt #: 42108,O
Chipotle,STORE
Date: 2025-04-15,DATE
Total: $231.76,TOTAL
dinner restaurant #8113 $231.76,ITEM
Thank you for your purchase!,O
Receipt #: 80694,O
Pizza Hut,STORE
Date: 2025-04-10,DATE
Total: $444.32,TOTAL
dinner delivery meal $444.32,ITEM
Thank you for your purchase!,O
Receipt #: 65498,O
Various Services,STORE
Date: 2025-04-06,DATE
Total: $612.21,TOTAL
other service #8527 $612.21,ITEM
Thank you for your purchase!,O
Receipt #: 93053,O
Nike,STORE
Date: 2025-03-23,DATE
Total: $32.23,TOTAL
electronics purchase $32.23,ITEM
Thank you for your purchase!,O
Receipt #: 39050,O
Local Clinic,STORE
Date: 2025-04-01,DATE
Total: $481.02,TOTAL
medical $481.02,ITEM
Thank you for your purchase!,O
Receipt #: 49975,O
Local Restaurant,STORE
Date: 2025-04-03,DATE
Total: $666.67,TOTAL
meal #7220 $666.67,ITEM
Thank you for your purchase!,O
Receipt #: 75284,O
Walmart,STORE
Date: 2025-04-09,DATE
Total: $143.37,TOTAL
bread dairy meat $143.37,ITEM
Thank you for your purchase!,O
Receipt #: 89120,O
Xbox,STORE
Date: 2025-04-06,DATE
Total: $15.96,TOTAL
movie streaming entertainment $15.96,ITEM
Thank you for your purchase!,O
Receipt #: 21309,O
Local Restaurant,STORE
Date: 2025-03-28,DATE
Total: $813.33,TOTAL
takeout #9968 $813.33,ITEM
Thank you for your purchase!,O
Receipt #: 26671,O
Local Clinic,STORE
Date: 2025-04-19,DATE
Total: $242.99,TOTAL
prescription doctor $242.99,ITEM
Thank you for your purchase!,O
Receipt #: 65657,O
Whole Foods,STORE
Date: 2025-04-14,DATE
Total: $93.90,TOTAL
dairy #5792 $93.90,ITEM
Thank you for your purchase!,O
Receipt #: 38366,O
CVS,STORE
Date: 2025-03-26,DATE
Total: $456.34,TOTAL
doctor $456.34,ITEM
Thank you for your purchase!,O
Receipt #: 82389,O
Local Clinic,STORE
Date: 2025-04-07,DATE
Total: $367.87,TOTAL
doctor #9324 $367.87,ITEM
Thank you for your purchase!,O
Receipt #: 86882,O
Local Clinic,STORE
Date: 2025-04-03,DATE
Total: $97.83,TOTAL
prescription $97.83,ITEM
Thank you for your purchase!,O
Receipt #: 37346,O
Verizon,STORE
Date: 2025-04-17,DATE
Total: $999.81,TOTAL
payment monthly $999.81,ITEM
Thank you for your purchase!,O
Receipt #: 30754,O
Quest Diagnostics,STORE
Date: 2025-04-07,DATE
Total: $341.97,TOTAL
medical health prescription $341.97,ITEM
Thank you for your purchase!,O
Receipt #: 58307,O
Uber,STORE
Date: 2025-03-31,DATE
Total: $63.19,TOTAL
ride gas $63.19,ITEM
Thank you for your purchase!,O
Receipt #: 52147,O
Target,STORE
Date: 2025-04-07,DATE
Total: $226.04,TOTAL
electronics purchase clothes $226.04,ITEM
Thank you for your purchase!,O
Receipt #: 51907,O
Miscellaneous,STORE
Date: 2025-03-29,DATE
Total: $676.44,TOTAL
other #5976 $676.44,ITEM
Thank you for your purchase!,O
Receipt #: 34960,O
Miscellaneous,STORE
Date: 2025-03-31,DATE
Total: $936.19,TOTAL
service other misc $936.19,ITEM
Thank you for your purchase!,O
Receipt #: 78700,O
Local Restaurant,STORE
Date: 2025-04-01,DATE
Total: $585.78,TOTAL
lunch delivery $585.78,ITEM
Thank you for your purchase!,O
Receipt #: 28139,O
Uber,STORE
Date: 2025-04-09,DATE
Total: $76.46,TOTAL
